num,name,image,homeland,weight,birth,baike_url
307,具惠善,"https://img0.baidu.com/it/u=3730197378,239013626&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=500",韩国,42 KG,1984-11-09,https://baike.baidu.com/item/具惠善
308,尚雯婕,"https://img1.baidu.com/it/u=4112650729,3259222531&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国上海,48 KG,1982-12-22,https://baike.baidu.com/item/尚雯婕
309,雷佳音,"https://img1.baidu.com/it/u=3164899604,78999238&fm=253&fmt=auto&app=138&f=JPEG?w=333&h=500",中国辽宁,70 KG,1983-08-29,https://baike.baidu.com/item/雷佳音
310,范逸臣,"https://img2.baidu.com/it/u=455156630,1056185735&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=755",台湾,不详,不详,https://baike.baidu.com/item/范逸臣
311,俞思远,"https://img2.baidu.com/it/u=810388653,4052613835&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=651",中国上海,72 KG,1985-07-11,https://baike.baidu.com/item/俞思远
312,郭彦均,"https://img2.baidu.com/it/u=2912413589,2461462388&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国台湾,65 KG,1981-12-31,https://baike.baidu.com/item/郭彦均
313,金起范,"https://img2.baidu.com/it/u=3042222628,2598425908&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1200",美国,58 KG,1987-08-21,https://baike.baidu.com/item/金起范
314,光良,"https://img0.baidu.com/it/u=448431005,1889365451&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1201",台湾,不详,不详,https://baike.baidu.com/item/光良
315,郑雨盛,"https://img2.baidu.com/it/u=1051682727,3192641738&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=617",韩国,73 KG,1973-04-22,https://baike.baidu.com/item/郑雨盛
316,温岚,"https://img1.baidu.com/it/u=1802181732,2068586926&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国,42 KG,1979-07-16,https://baike.baidu.com/item/温岚
317,毛俊杰,"https://img2.baidu.com/it/u=3353440275,1955365233&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国山东,52 KG,1983-11-21,https://baike.baidu.com/item/毛俊杰
318,车婉婉,"https://img2.baidu.com/it/u=2911935761,1948565204&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=500",中国,53 KG,1974-12-28,https://baike.baidu.com/item/车婉婉
319,陈宝国,"https://img0.baidu.com/it/u=4112582903,1359930302&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",中国北京,不详,1956-03-09,https://baike.baidu.com/item/陈宝国
320,唐诗咏,"https://img1.baidu.com/it/u=2034704730,2822475836&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=704",中国,43 KG,1981-05-03,https://baike.baidu.com/item/唐诗咏
321,释小龙,"https://img0.baidu.com/it/u=321476853,2555268436&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国河南,68 KG,1988-01-06,https://baike.baidu.com/item/释小龙
322,金贤珠,"https://img1.baidu.com/it/u=1808372156,1981539835&fm=253&fmt=auto&app=138&f=JPEG?w=333&h=499",韩国,50 KG,1978-04-24,https://baike.baidu.com/item/金贤珠
323,关喆,"https://img1.baidu.com/it/u=2281508341,1390788963&fm=253&fmt=auto&app=138&f=JPEG?w=521&h=500",中国吉林,76 KG,1981-04-23,https://baike.baidu.com/item/关喆
324,胡瓜,"http://t15.baidu.com/it/u=306231914,1469453716&fm=224&app=112&f=JPEG?w=500&h=375",台湾,不详,不详,https://baike.baidu.com/item/胡瓜
325,李钟原,"https://img0.baidu.com/it/u=2699699873,1436645618&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=569",韩国,78 KG,1969-09-25,https://baike.baidu.com/item/李钟原
326,希斯·莱杰,"https://img0.baidu.com/it/u=3313702851,2100287757&fm=253&fmt=auto&app=138&f=JPEG?w=501&h=500","澳大利亚,珀斯",不详,1979-04-04,https://baike.baidu.com/item/希斯·莱杰
327,吴昕,"https://img2.baidu.com/it/u=3909661596,3957394770&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国辽宁,46 KG,1983-01-29,https://baike.baidu.com/item/吴昕
328,李阵郁,"https://img0.baidu.com/it/u=2044493628,3695357045&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=500",韩国,71 KG,1981-09-16,https://baike.baidu.com/item/李阵郁
329,潘蔚,"https://img2.baidu.com/it/u=2681128848,2174837975&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=749",中国安徽,52 KG,1969-05-23,https://baike.baidu.com/item/潘蔚
330,万绮雯,"https://img2.baidu.com/it/u=1406639856,2842211690&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国,42 KG,1970-10-02,https://baike.baidu.com/item/万绮雯
331,梅艳芳,"https://img0.baidu.com/it/u=1174323000,3511801111&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=781",中国,45 KG,1963-10-10,https://baike.baidu.com/item/梅艳芳
332,叶童,"https://img0.baidu.com/it/u=3455500799,3776182651&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=751",中国香港,不详,1963-03-08,https://baike.baidu.com/item/叶童
333,周冬齐,"https://img1.baidu.com/it/u=2977795724,2925891868&fm=253&fmt=auto&app=138&f=JPEG?w=611&h=436",中国,不详,不详,https://baike.baidu.com/item/周冬齐
334,陈法拉,"https://img2.baidu.com/it/u=558636261,3068333224&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",美国,49 KG,1982-02-24,https://baike.baidu.com/item/陈法拉
335,罗康妮,"https://img2.baidu.com/it/u=4053840946,1789164444&fm=253&fmt=auto&app=138&f=JPEG?w=278&h=373",中国,45 KG,0000-00-00,https://baike.baidu.com/item/罗康妮
336,张翰,"https://img1.baidu.com/it/u=4212228669,2596072234&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国黑龙江,68 KG,1984-10-06,https://baike.baidu.com/item/张翰
337,王菁,"https://img2.baidu.com/it/u=1451879329,568666676&fm=253&fmt=auto&app=138&f=JPEG?w=400&h=600",中国 湖南,50 KG,0000-00-00,https://baike.baidu.com/item/王菁
338,丁少华,"https://img1.baidu.com/it/u=833529994,1745260361&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国甘肃,55 KG,1987-09-02,https://baike.baidu.com/item/丁少华
339,彭于晏,"https://img0.baidu.com/it/u=2137039273,1528531486&fm=253&fmt=auto&app=120&f=JPEG?w=471&h=424",加拿大,70 KG,1982-03-24,https://baike.baidu.com/item/彭于晏
340,陈慧珊,"https://img1.baidu.com/it/u=817871519,441430412&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",香港,48 KG,1971-05-30,https://baike.baidu.com/item/陈慧珊
341,陈乔恩,"https://img0.baidu.com/it/u=4023481023,565661757&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",台湾省新竹县竹北市,45 KG,1979-04-04,https://baike.baidu.com/item/陈乔恩
342,申彗星,"https://img1.baidu.com/it/u=252334757,1352760070&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1329",韩国,65 KG,1979-11-27,https://baike.baidu.com/item/申彗星
343,林志玲,"https://img0.baidu.com/it/u=1289363845,2300582813&fm=253&fmt=auto&app=120&f=JPEG?w=514&h=500",中国台湾,52 KG,1974-11-29,https://baike.baidu.com/item/林志玲
344,苏有朋,"https://img0.baidu.com/it/u=2211709608,2091335344&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国,64 KG,1973-09-11,https://baike.baidu.com/item/苏有朋
345,平安,"https://img2.baidu.com/it/u=3619958645,1736630343&fm=253&fmt=auto&app=120&f=JPEG?w=576&h=356",中国上海,56 KG,1978-11-09,https://baike.baidu.com/item/平安
346,孙海英,"https://img1.baidu.com/it/u=1757007435,553542529&fm=253&fmt=auto&app=120&f=JPEG?w=900&h=423",中国辽宁,不详,不详,https://baike.baidu.com/item/孙海英
347,马景涛,"https://img1.baidu.com/it/u=3436056941,593789870&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=598",中国台湾,71 KG,1962-02-14,https://baike.baidu.com/item/马景涛
348,郭涛,"https://img1.baidu.com/it/u=2689871664,2145215899&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=625",中国陕西,不详,1969-12-17,https://baike.baidu.com/item/郭涛
349,李冰冰,"https://img2.baidu.com/it/u=3030428880,3627446250&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国黑龙江,52 KG,1973-02-27,https://baike.baidu.com/item/李冰冰
350,姜潮,"https://img2.baidu.com/it/u=1192956126,3342725125&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=889",中国安徽,55 KG,1991-08-12,https://baike.baidu.com/item/姜潮
351,坂本昌行,"https://img2.baidu.com/it/u=1972038555,1940721165&fm=253&fmt=auto&app=138&f=JPEG?w=327&h=500",日本,65 KG,0000-00-00,https://baike.baidu.com/item/坂本昌行
352,黄琦雯,"https://img0.baidu.com/it/u=1417722347,4012496977&fm=253&fmt=auto&app=138&f=JPEG?w=750&h=500",中国福建,46 KG,0000-00-00,https://baike.baidu.com/item/黄琦雯
353,金莎,"https://img2.baidu.com/it/u=2039808469,948914921&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=750",中国上海,46 KG,1983-03-14,https://baike.baidu.com/item/金莎
354,梁冠华,"https://img2.baidu.com/it/u=3918745572,2861855097&fm=253&fmt=auto&app=138&f=JPEG?w=286&h=500",中国,110 KG,1964-09-30,https://baike.baidu.com/item/梁冠华
355,黄奕,"https://img2.baidu.com/it/u=1874534536,2723306359&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国上海,54 KG,1979-09-13,https://baike.baidu.com/item/黄奕
356,邓九云,"https://img2.baidu.com/it/u=3784582133,1798772951&fm=253&fmt=auto&app=138&f=JPG?w=300&h=400",中国台湾,52 KG,0000-00-00,https://baike.baidu.com/item/邓九云
357,邱心志,"https://img2.baidu.com/it/u=1733941363,1598054859&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国 福建,70 KG,1968-03-31,https://baike.baidu.com/item/邱心志
358,蒋雯丽,"https://img0.baidu.com/it/u=845007465,242572228&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=698",安徽,54 KG,1969-06-20,https://baike.baidu.com/item/蒋雯丽
359,官恩娜,"https://img2.baidu.com/it/u=1748996866,7013158&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国,49 KG,1979-07-09,https://baike.baidu.com/item/官恩娜
360,张博,"https://img1.baidu.com/it/u=4291428354,1097117025&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=706",中国北京,67 KG,1982-08-29,https://baike.baidu.com/item/张博
361,吕丽萍,"https://img2.baidu.com/it/u=4280197742,3609654553&fm=253&fmt=auto&app=120&f=JPEG?w=608&h=399",中国北京,不详,不详,https://baike.baidu.com/item/吕丽萍
362,陈龙,"https://img1.baidu.com/it/u=71286448,97033074&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国上海,68 KG,1976-07-24,https://baike.baidu.com/item/陈龙
363,王雷,"https://img0.baidu.com/it/u=1731039409,1348272188&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1198",中国辽宁,75 KG,1982-12-29,https://baike.baidu.com/item/王雷
364,陈慧琳,"https://img2.baidu.com/it/u=2045413438,1905247805&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=699",中国,不详,1972-09-13,https://baike.baidu.com/item/陈慧琳
365,寇振海,"https://img2.baidu.com/it/u=3731657975,756980618&fm=253&fmt=auto&app=138&f=JPEG?w=400&h=400",中国黑龙江,72 KG,1954-11-03,https://baike.baidu.com/item/寇振海
366,曹格,"https://img2.baidu.com/it/u=1148645199,3396514997&fm=253&fmt=auto&app=120&f=JPEG?w=1422&h=800",马来西亚,59 KG,1979-07-09,https://baike.baidu.com/item/曹格
367,金厉旭,"https://img1.baidu.com/it/u=2706662016,1667307278&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",韩国仁川广域市富平区上谷洞,不详,1987-06-21,https://baike.baidu.com/item/金厉旭
368,饶敏莉,"https://img0.baidu.com/it/u=27869877,1288240786&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=589",中国,不详,1984-02-07,https://baike.baidu.com/item/饶敏莉
369,小沈阳,"https://img2.baidu.com/it/u=2997084925,3441620855&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1204",中国辽宁,60 KG,1981-05-07,https://baike.baidu.com/item/小沈阳
370,宋祖德,"https://img2.baidu.com/it/u=4027693148,3667992478&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",中国江苏,不详,不详,https://baike.baidu.com/item/宋祖德
371,堂本光一,"https://img1.baidu.com/it/u=4024187926,2561836523&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=700",日本,53 KG,1979-01-01,https://baike.baidu.com/item/堂本光一
372,朱雨辰,"https://img0.baidu.com/it/u=1158966670,3009478765&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=725",上海,65 KG,1979-02-27,https://baike.baidu.com/item/朱雨辰
373,张靓颖,"https://img0.baidu.com/it/u=1654647248,3204713398&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国四川省成都市,45 KG,1984-10-11,https://baike.baidu.com/item/张靓颖
374,杨秀惠,"https://img0.baidu.com/it/u=2799738963,3918261253&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=520",马来西亚,51 KG,1984-07-20,https://baike.baidu.com/item/杨秀惠
375,宁静,"https://img0.baidu.com/it/u=4069040679,2364833546&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=581",贵州省贵阳市,不详,1972-04-27,https://baike.baidu.com/item/宁静
376,阎娜,"https://img0.baidu.com/it/u=259841767,1278687998&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国北京,49 KG,1987-10-17,https://baike.baidu.com/item/阎娜
377,郑钧,"https://img1.baidu.com/it/u=3991229841,3886360728&fm=253&fmt=auto&app=138&f=JPEG?w=623&h=500",中国 陕西,60 KG,1967-11-06,https://baike.baidu.com/item/郑钧
378,加藤爱,"https://img0.baidu.com/it/u=4025450835,3532161086&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",日本,48 KG,1982-12-12,https://baike.baidu.com/item/加藤爱
379,郎昆,"https://img0.baidu.com/it/u=1445977480,2480402142&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1203",北京,不详,不详,https://baike.baidu.com/item/郎昆
380,景甜,"https://img0.baidu.com/it/u=2176995764,2186981544&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1067",中国陕西西安,44 KG,1988-07-21,https://baike.baidu.com/item/景甜
381,钟欣潼,"https://img2.baidu.com/it/u=1591691420,4085812170&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国香港,45 KG,1981-01-21,https://baike.baidu.com/item/钟欣潼
382,池贤宇,"https://img1.baidu.com/it/u=2620221964,3501617997&fm=253&fmt=auto&app=138&f=JPEG?w=750&h=500",韩国,74 KG,1984-11-29,https://baike.baidu.com/item/池贤宇
383,陈文媛,"https://img1.baidu.com/it/u=1085315763,1925635620&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=643",中国,不详,1979-09-18,https://baike.baidu.com/item/陈文媛
384,张天霖,"https://img2.baidu.com/it/u=2175877535,4102717386&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=333",中国台湾,72 KG,1978-10-31,https://baike.baidu.com/item/张天霖
385,赵丽颖,"https://img2.baidu.com/it/u=4150401597,253034251&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国河北,43 KG,1987-10-16,https://baike.baidu.com/item/赵丽颖
386,葛存壮,"https://img1.baidu.com/it/u=193552827,4230274150&fm=253&fmt=auto&app=138&f=JPEG?w=625&h=500",衡水市,不详,不详,https://baike.baidu.com/item/葛存壮
387,于正,"https://img0.baidu.com/it/u=288356100,1988378057&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",浙江,80 KG,1978-02-28,https://baike.baidu.com/item/于正
388,谢娜,"https://img0.baidu.com/it/u=2588939860,409150368&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=795",中国四川,46 KG,1981-05-06,https://baike.baidu.com/item/谢娜
389,秦海璐,"https://img0.baidu.com/it/u=2617049181,192066459&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国营口,48 KG,1978-08-11,https://baike.baidu.com/item/秦海璐
390,杜汶泽,"https://img2.baidu.com/it/u=1213102390,1891879541&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国香港,不详,0000-00-00,https://baike.baidu.com/item/杜汶泽
391,戴佩妮,"https://img2.baidu.com/it/u=80922358,4053028184&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",马来西亚,43 KG,1978-04-22,https://baike.baidu.com/item/戴佩妮
392,吕方,"https://img1.baidu.com/it/u=1085318747,4014608994&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=500",中国上海,65 KG,1964-01-19,https://baike.baidu.com/item/吕方
393,王新军,"https://img0.baidu.com/it/u=3238091511,3292327861&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1200",中国甘肃,82 KG,0000-00-00,https://baike.baidu.com/item/王新军
394,阮经天,"https://img0.baidu.com/it/u=3454826511,1900035632&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国台湾,72 KG,1982-11-08,https://baike.baidu.com/item/阮经天
395,贾樟柯,"https://img1.baidu.com/it/u=2285849072,3951655400&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国山西,不详,不详,https://baike.baidu.com/item/贾樟柯
396,潘之琳,"https://img0.baidu.com/it/u=22012725,2538380699&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",上海,42 KG,1989-09-05,https://baike.baidu.com/item/潘之琳
397,包伟铭,"https://img2.baidu.com/it/u=3461992533,2077823079&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",台湾台北,不详,1964-07-03,https://baike.baidu.com/item/包伟铭
398,秦丽,"https://img0.baidu.com/it/u=1014072556,455325481&fm=253&fmt=auto&app=138&f=JPEG?w=333&h=500",青岛,50 KG,1983-07-29,https://baike.baidu.com/item/秦丽
399,于娜,"https://img2.baidu.com/it/u=3305999181,771388940&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国贵州,54 KG,1981-06-06,https://baike.baidu.com/item/于娜
400,潘霜霜,"https://img0.baidu.com/it/u=1799680991,2639983989&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=653",中国浙江,49 KG,1987-04-03,https://baike.baidu.com/item/潘霜霜
401,林赛·罗韩,"https://img2.baidu.com/it/u=1369952899,3206284241&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=759",美国纽约,不详,1986-07-02,https://baike.baidu.com/item/林赛·罗韩
402,崔智友,"https://img0.baidu.com/it/u=744133345,1377659958&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=682",韩国,50 KG,1975-06-11,https://baike.baidu.com/item/崔智友
403,杜德伟,"https://img2.baidu.com/it/u=3339373893,250265790&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国香港,68 KG,1962-02-10,https://baike.baidu.com/item/杜德伟
404,杨坤,"https://img0.baidu.com/it/u=3736784153,4253592196&fm=253&fmt=auto&app=120&f=JPEG?w=630&h=500",内蒙古,67 KG,1972-12-18,https://baike.baidu.com/item/杨坤
405,朱茵(上海),"https://img0.baidu.com/it/u=371667855,1907322781&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1200",上海,50 KG,1958-05-27,https://baike.baidu.com/item/朱茵(上海)
406,莱昂纳多·迪卡普里奥,"https://img1.baidu.com/it/u=3938865208,4167011385&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",美国洛杉矶,不详,1974-11-11,https://baike.baidu.com/item/莱昂纳多·迪卡普里奥
407,安以轩,"https://img0.baidu.com/it/u=2199824720,2209238116&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=660",台湾省台北市,43 KG,1980-09-29,https://baike.baidu.com/item/安以轩
408,金海心,"https://img1.baidu.com/it/u=2130828148,3726698483&fm=253&fmt=auto&app=120&f=JPEG?w=427&h=522",中国,43 KG,1978-10-30,https://baike.baidu.com/item/金海心
409,冯绍峰,"https://img1.baidu.com/it/u=3222103730,2561730540&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=751",上海,65 KG,1978-10-07,https://baike.baidu.com/item/冯绍峰
410,范玮琪,"https://img1.baidu.com/it/u=3101533367,598464716&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=661",美国,45 KG,1976-03-18,https://baike.baidu.com/item/范玮琪
411,邢佳栋,"https://img0.baidu.com/it/u=3960379694,4269870815&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国山西,68 KG,1972-07-01,https://baike.baidu.com/item/邢佳栋
412,何勇,"https://img2.baidu.com/it/u=4270569460,2120948381&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=375",北京,不详,不详,https://baike.baidu.com/item/何勇
413,薛景求,"https://img1.baidu.com/it/u=1626271306,3944320882&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",韩国,不详,1968-05-01,https://baike.baidu.com/item/薛景求
414,丁丁,"https://img2.baidu.com/it/u=1487046914,992914076&fm=253&fmt=auto&app=138&f=JPEG?w=418&h=4096",中国山东,44 KG,1987-01-19,https://baike.baidu.com/item/丁丁
415,徐海星,"https://img1.baidu.com/it/u=322474458,3291487424&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",四川,42 KG,1989-05-05,https://baike.baidu.com/item/徐海星
416,毛宁,"https://img1.baidu.com/it/u=3891322961,408333175&fm=253&fmt=auto&app=120&f=JPEG?w=973&h=800",沈阳,不详,1969-05-23,https://baike.baidu.com/item/毛宁
417,克里斯汀·斯图尔特,"https://img2.baidu.com/it/u=230968846,2669997034&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=633","美国,加利福尼亚州,洛杉矶",47 KG,1990-04-09,https://baike.baidu.com/item/克里斯汀·斯图尔特
418,金巧巧,"https://img1.baidu.com/it/u=1303287688,2504568238&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=500",中国辽宁,48 KG,1975-04-21,https://baike.baidu.com/item/金巧巧
419,李瑞镇,"https://img2.baidu.com/it/u=2068378007,1969164948&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1043",韩国,68 KG,1973-01-30,https://baike.baidu.com/item/李瑞镇
420,何洁,"https://img1.baidu.com/it/u=195234691,688854356&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=749",中国,45 KG,1986-03-25,https://baike.baidu.com/item/何洁
421,江语晨,"https://img0.baidu.com/it/u=4293573017,2817716875&fm=253&fmt=auto&app=120&f=JPEG?w=680&h=1024",中国台湾,45 KG,1987-04-29,https://baike.baidu.com/item/江语晨
422,杨宗纬,"https://img2.baidu.com/it/u=2094875562,1746444009&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1139",台湾,69 KG,1978-04-04,https://baike.baidu.com/item/杨宗纬
423,罗家英,"https://img1.baidu.com/it/u=3035112713,534565911&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=626",中国,不详,1947-08-27,https://baike.baidu.com/item/罗家英
424,王仁甫,"https://img2.baidu.com/it/u=1200775233,2261454556&fm=253&fmt=auto&app=138&f=JPEG?w=600&h=400",中国台湾,61 KG,1980-08-28,https://baike.baidu.com/item/王仁甫
425,李小萌,"https://img1.baidu.com/it/u=1162872461,3590285527&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=752",中国天津,45 KG,1985-09-12,https://baike.baidu.com/item/李小萌
426,郑少秋,"https://img0.baidu.com/it/u=479670291,1372942377&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=643",中国香港,68 KG,1947-02-24,https://baike.baidu.com/item/郑少秋
427,莉顿·梅斯特,"https://img1.baidu.com/it/u=533420122,1305161134&fm=253&fmt=auto&app=138&f=JPEG?w=625&h=500",美国佛罗里达州马可岛,60 KG,1986-04-09,https://baike.baidu.com/item/莉顿·梅斯特
428,周秀娜,"https://img1.baidu.com/it/u=1807699935,306764286&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",中国香港,43 KG,1985-05-22,https://baike.baidu.com/item/周秀娜
429,蓝洁瑛,"https://img1.baidu.com/it/u=315396946,3356463393&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1153",香港,48 KG,1963-04-27,https://baike.baidu.com/item/蓝洁瑛
430,小山庆一郎,"https://img2.baidu.com/it/u=2524945682,3749350655&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=500",日本,62 KG,1984-05-01,https://baike.baidu.com/item/小山庆一郎
431,刘品言,"https://img2.baidu.com/it/u=2219156312,3476460924&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=684",中国台湾,48 KG,1988-08-08,https://baike.baidu.com/item/刘品言
432,金廷恩,"https://img1.baidu.com/it/u=3584651676,2646461712&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",韩国,48 KG,1976-03-04,https://baike.baidu.com/item/金廷恩
433,周迅,"https://img2.baidu.com/it/u=3509738472,3332287630&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=605",中国浙江,41 KG,1974-10-18,https://baike.baidu.com/item/周迅
434,佩内洛普·克鲁兹,"https://img0.baidu.com/it/u=362505116,2837296371&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=736",西班牙马德里,52 KG,1974-04-28,https://baike.baidu.com/item/佩内洛普·克鲁兹
435,田中千绘,"https://img2.baidu.com/it/u=3847365222,2090146630&fm=253&fmt=auto&app=138&f=JPEG?w=490&h=691",日本,43 KG,1981-08-17,https://baike.baidu.com/item/田中千绘
436,林更新,"https://img1.baidu.com/it/u=3569040091,1693891048&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",中国沈阳,75 KG,1988-02-13,https://baike.baidu.com/item/林更新
437,许亚军,"https://img0.baidu.com/it/u=776925408,3580104851&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=750",中国 河北,不详,1964-08-01,https://baike.baidu.com/item/许亚军
438,李蒽熙,"https://img2.baidu.com/it/u=2321596563,2855844931&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1000",河南郑州,不详,不详,https://baike.baidu.com/item/李蒽熙
439,刘荷娜,"https://img2.baidu.com/it/u=3455248281,2844290105&fm=253&fmt=auto&app=120&f=PNG?w=500&h=740",韩国,47 KG,1986-03-22,https://baike.baidu.com/item/刘荷娜
440,rain,"https://img0.baidu.com/it/u=2892568486,3811344433&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",韩国,74 KG,1982-06-25,https://baike.baidu.com/item/rain
441,惠英红,"https://img1.baidu.com/it/u=4052980977,2204879297&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=642",中国香港,不详,1960-02-03,https://baike.baidu.com/item/惠英红
442,钟丽淇,"https://img0.baidu.com/it/u=573395219,1626746605&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=752", 加拿大,49 KG,1976-11-03,https://baike.baidu.com/item/钟丽淇
443,宁才,"https://img2.baidu.com/it/u=3381566235,3902852264&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=627",蒙古族,不详,不详,https://baike.baidu.com/item/宁才
444,王志文,"https://img0.baidu.com/it/u=803628221,1996831849&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",中国 上海,60 KG,1966-06-26,https://baike.baidu.com/item/王志文
445,熊黛林,"https://img0.baidu.com/it/u=3175002636,1193705461&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=580",中国,55 KG,1981-10-10,https://baike.baidu.com/item/熊黛林
