num,subject,relation,object
19,胡亚捷,同学,王志文
20,唐禹哲,好友,付辛博
21,李小龙,好友,邓光荣
22,关之琳,绯闻,成龙
22,关之琳,绯闻,苏见信
22,关之琳,绯闻,刘德华
22,关之琳,绯闻,霍建华
23,梅格·瑞恩,旧爱,罗素·克洛
24,胡兵,绯闻,瞿颖
24,胡兵,兄弟,胡东
25,伍咏薇,好友,郭可盈
25,伍咏薇,好友,苑琼丹
26,真木阳子,好友,上野树里
26,真木阳子,好友,瑛太
27,徐帆,旧爱,王志文
27,徐帆,同学,胡军
27,徐帆,同学,王斑
27,徐帆,同学,陈小艺
27,徐帆,同学,江珊
27,徐帆,同学,何冰
28,张子健,同学,王全安
28,张子健,同学,孔琳
28,张子健,同学,张嘉译
28,张子健,好友,苑冉
28,张子健,好友,曲栅栅
29,史兰芽,夫妻,李幼斌
29,史兰芽,同学,辛柏青
29,史兰芽,同学,朱媛媛
30,陈孝萱,旧爱,吴宗宪
31,李亚鹏,好友,那英
31,李亚鹏,同学,王学兵
31,李亚鹏,绯闻,苗圃
31,李亚鹏,夫妻,王菲
31,李亚鹏,干父子,张纪中
31,李亚鹏,同学,陈建斌
31,李亚鹏,旧爱,瞿颖
31,李亚鹏,同学,曹卫宇
31,李亚鹏,旧爱,周迅
32,夏力薪,同学,郭涛
33,蒙嘉慧,好友,林保怡
33,蒙嘉慧,情侣,郑伊健
33,蒙嘉慧,密友,洪欣
34,李玟,绯闻,周杰伦
34,李玟,好友,王力宏
35,刘悦,师徒,刘欢
36,徐百卉,同学,白百何
37,伊能静,绯闻,黄维德
37,伊能静,拍档,高晓松
37,伊能静,拍档,韩雯雯
37,伊能静,夫妻,秦昊
38,刘冬,搭档,黄明
39,黄日华,好友,刘德华
39,黄日华,好友,翁美玲
40,姚笛,同学,马苏
40,姚笛,绯闻,迟帅
40,姚笛,同学,练束梅
40,姚笛,绯闻,王龙华
41,杨乐乐,夫妻,汪涵
42,侯祖辛,师徒,那英
43,山口百惠,夫妻,三浦友和
44,反町隆史,夫妻,松岛菜菜子
44,反町隆史,绯闻,加藤爱
45,苏岩,夫妻,罗嘉良
46,章子怡,绯闻,成龙
46,章子怡,情侣,撒贝宁
46,章子怡,绯闻,汪小菲
46,章子怡,同学,刘烨
46,章子怡,同学,胡静
46,章子怡,同学,秦海璐
46,章子怡,同学,袁泉
46,章子怡,同学,梅婷
46,章子怡,密友,邓文迪
46,章子怡,同学,曾黎
46,章子怡,好友,郭富城
46,章子怡,同学,秦昊
46,章子怡,同学,牛青峰
47,陈法蓉,好友,罗慧娟
47,陈法蓉,绯闻,钱小豪
47,陈法蓉,密友,蔡少芬
47,陈法蓉,密友,洪欣
47,陈法蓉,绯闻,陈锦鸿
48,王丽云,母女,车晓
49,许冠杰,兄弟,许冠英
50,牟凤彬,好友,陈司翰
50,牟凤彬,好友,谢宁（女演员）
51,梁丹妮,夫妻,冯远征
52,崔始源,拍档,韩庚
52,崔始源,拍档,周觅
52,崔始源,拍档,金希澈
52,崔始源,拍档,曺圭贤
52,崔始源,拍档,李东海
52,崔始源,拍档,刘宪华
52,崔始源,情侣,刘雯
52,崔始源,组员,super junior
53,郑希怡,绯闻,成龙
53,郑希怡,好友,容祖儿
53,郑希怡,好友,钟欣潼
53,郑希怡,绯闻,吴浩康
53,郑希怡,绯闻,叶项明
54,戚薇,绯闻,黄宗泽
54,戚薇,拍档,袁成杰
55,唐文龙,好友,曹永廉
56,赵普,绯闻,李蜜
57,吴卓羲,绯闻,徐子珊
57,吴卓羲,绯闻,官恩娜
57,吴卓羲,旧爱,张馨予
57,吴卓羲,好友,胡杏儿
57,吴卓羲,密友,林峰
57,吴卓羲,绯闻,佘诗曼
57,吴卓羲,好友,汤盈盈
57,吴卓羲,绯闻,胡定欣
57,吴卓羲,好友,陈键锋
58,邓九云,同学,林依晨
58,邓九云,绯闻,何韵诗
59,黄贯中,拍档,黄家强
59,黄贯中,拍档,黄家驹
59,黄贯中,拍档,叶世荣
59,黄贯中,夫妻,朱茵(上海)
60,李念,同学,杜若溪
61,吴昕,好友,杜海涛
61,吴昕,好友,谢娜
61,吴昕,绯闻,李子峰
61,吴昕,好友,张翰
61,吴昕,好友,李维嘉
61,吴昕,好友,何炅
62,关咏荷,夫妻,张家辉
63,安钧璨,绯闻,徐熙媛
64,周星驰,绯闻,舒淇
64,周星驰,绯闻,吴君如
64,周星驰,旧爱,于文凤
64,周星驰,师徒,张雨绮
64,周星驰,干父女,徐娇
64,周星驰,绯闻,张敏
64,周星驰,绯闻,赵薇
64,周星驰,好友,梁朝伟
64,周星驰,旧爱,莫文蔚
64,周星驰,好友,张学友
64,周星驰,绯闻,蓝洁瑛
64,周星驰,旧爱,罗慧娟
64,周星驰,旧爱,朱茵(上海)
65,杨钰莹,好友,毛宁
66,刘德凯,旧爱,刘雪华
67,艾希莉·辛普森,密友,林赛·罗韩
67,艾希莉·辛普森,姐妹,杰西卡·辛普森
68,谢宁（女演员）,好友,牟凤彬
69,成龙,绯闻,林青霞
69,成龙,绯闻,张曼玉
69,成龙,父子,房祖名
69,成龙,旧爱,邓丽君
69,成龙,夫妻,林凤娇
69,成龙,绯闻,米雪
69,成龙,绯闻,郑裕玲
69,成龙,好友,林鹏
69,成龙,绯闻,关之琳
69,成龙,好友,曾志伟
69,成龙,绯闻,钟楚红
69,成龙,旧爱,吴绮莉
69,成龙,好友,谭咏麟
69,成龙,绯闻,郑希怡
69,成龙,好友,翁倩玉
69,成龙,绯闻,章子怡
70,余文乐,绯闻,杨丞琳
70,余文乐,旧爱,黄伊汶
70,余文乐,绯闻,舒淇
70,余文乐,好友,郭富城
70,余文乐,绯闻,钟欣潼
70,余文乐,绯闻,黄圣依
71,窦唯,前任夫妻,王菲
72,陈德容,绯闻,吴建豪
72,陈德容,绯闻,马景涛
73,柳时元,好友,李东健
73,柳时元,好友,朴容夏
74,刘威葳,同学,王新军
75,刘碧丽,情人,周焯华
76,刘欢,师徒,刘悦
76,刘欢,师徒,吉克隽逸
76,刘欢,师徒,李代沫
76,刘欢,师徒,李行亮
76,刘欢,师徒,徐海星
76,刘欢,师徒,权振东
76,刘欢,师徒,袁娅维
76,刘欢,师徒,王乃恩
76,刘欢,师徒,刘昊霖
76,刘欢,师徒,郑虹
77,金厉旭,组员,super junior
78,俞飞鸿,同学,柳云龙
78,俞飞鸿,同学,邵兵
79,萧亚轩,情侣,柯震东
79,萧亚轩,好友,熊黛林
80,林青霞,好友,刘嘉玲
80,林青霞,好友,张国荣
80,林青霞,密友,钟楚红
80,林青霞,绯闻,成龙
81,李婉华,旧爱,吴镇宇
81,李婉华,密友,黎瑞恩
82,田丽,旧爱,马景涛
83,宋林静,夫妻,于和伟
84,蔡淇俊,绯闻,陈自瑶
85,芭儿·拉法莉,情侣,莱昂纳多·迪卡普里奥
86,张予曦,旧爱,王思聪
87,杜汶泽,好友,刘德华
87,杜汶泽,好友,黎明
87,杜汶泽,好友,梁洛施
87,杜汶泽,好友,吴君如
87,杜汶泽,夫妻,田蕊妮
88,曹敏莉,绯闻,黄长兴
89,韩雯雯,拍档,伊能静
89,韩雯雯,拍档,应采儿
89,韩雯雯,拍档,古天乐
89,韩雯雯,拍档,赵文瑄
89,韩雯雯,拍档,黄圣依
89,韩雯雯,拍档,潘粤明
89,韩雯雯,拍档,舒畅
89,韩雯雯,拍档,夏雨
89,韩雯雯,拍档,赵毅
89,韩雯雯,拍档,宋祖德
90,邓光荣,干父女,郑欣宜
90,邓光荣,好友,罗文
90,邓光荣,好友,李小龙
91,陶喆,绯闻,梅艳芳
91,陶喆,旧爱,岑洁仪
91,陶喆,绯闻,朱丹
92,邓婕,母子,张默
92,邓婕,夫妻,张国立
92,邓婕,拍档,翟天临
93,王小利,同门,小沈阳
93,王小利,师徒,赵本山
94,阿朵,旧爱,高晓松
95,谢芷蕙,旧爱,陈冠希
96,张惠春,姐妹,张惠妹
97,张若昀,情侣,唐艺昕
98,姜潮,好友,武艺
98,姜潮,好友,曾轶可
99,罗伯特·帕丁森,情侣,克里斯汀·斯图尔特
100,吴奇隆,旧爱,蔡少芬
100,吴奇隆,拍档,苏有朋
100,吴奇隆,旧爱,杨采妮
100,吴奇隆,拍档,陈志朋
100,吴奇隆,好友,韩栋
100,吴奇隆,夫妻,刘诗诗
100,吴奇隆,好友,林更新
100,吴奇隆,绯闻,戴娇倩
100,吴奇隆,好友,刘思彤
101,乔任梁,好友,李易峰
101,乔任梁,好友,付辛博
102,李珊珊,旧爱,钱嘉乐
103,徐熙媛,旧爱,具俊晔
103,徐熙媛,绯闻,何润东
103,徐熙媛,旧爱,周渝民
103,徐熙媛,绯闻,古天乐
103,徐熙媛,旧爱,蓝正龙
103,徐熙媛,绯闻,安钧璨
103,徐熙媛,夫妻,汪小菲
103,徐熙媛,绯闻,罗志祥
103,徐熙媛,密友,范玮琪
103,徐熙媛,密友,侯佩岑
103,徐熙媛,好友,吴佩慈
103,徐熙媛,密友,范晓萱
103,徐熙媛,好友,陈建州
104,林正英,旧爱,苑琼丹
105,马蓉,前任,王宝强
106,郑俊浩,好友,张东健
106,郑俊浩,好友,申贤俊
106,郑俊浩,好友,李钟原
107,谢娜,好友,胡歌
107,谢娜,好友,文章
107,谢娜,旧爱,刘烨
107,谢娜,绯闻,聂远
107,谢娜,好友,何炅
107,谢娜,好友,杜海涛
107,谢娜,好友,吴昕
107,谢娜,好友,李维嘉
107,谢娜,拍档,蒲冰墨
107,谢娜,夫妻,张杰
108,蔡卓妍,绯闻,林峰
108,蔡卓妍,旧爱,陈伟霆
108,蔡卓妍,好友,林俊杰
108,蔡卓妍,拍档,钟欣潼
108,蔡卓妍,拍档,李勤勤
109,岳云鹏,师徒,郭德纲
109,岳云鹏,同门,曹云金
110,金海心,绯闻,黄征
111,满文军,好友,那英
111,满文军,好友,韩红
111,满文军,好友,孙楠
111,满文军,好友,买红妹
111,满文军,好友,陈琳
112,姚元浩,好友,林心如
112,姚元浩,情侣,隋棠
112,姚元浩,好友,张天霖
113,陶晶莹,夫妻,李李仁
114,沈丹萍,同学,张丰毅
115,王祖蓝,好友,关心妍
116,孙海英,夫妻,吕丽萍
117,韩鹤晓,师徒,郭德纲
118,车胜元,旧爱,李英爱
119,王新军,情侣,秦海璐
119,王新军,同学,刘威葳
120,胡彦斌,同门,周笔畅
120,胡彦斌,情侣,郑爽
121,罗晋,恋人,唐嫣
122,小山庆一郎,拍档,山下智久
122,小山庆一郎,拍档,锦户亮
123,江映蓉,旧爱,褚乔
123,江映蓉,好友,谈莉娜
123,江映蓉,搭档,王岳伦
124,齐秦,旧爱,王祖贤
124,齐秦,绯闻,萧蔷
124,齐秦,好友,巫启贤
124,齐秦,姐弟,齐豫
125,张敬轩,好友,关楚耀
126,蓝又时,好友,丁当
127,路嘉怡,旧爱,张震岳
127,路嘉怡,姐妹,路嘉欣
128,陈红,夫妻,陈凯歌
129,周秀娜,绯闻,陈冠希
129,周秀娜,绯闻,罗志祥
130,黄嘉乐,好友,郑嘉颖
130,黄嘉乐,好友,马国明
131,蒋梦婕,好友,陈翔
132,胡海泉,好友,黄征
132,胡海泉,拍档,陈羽凡
133,赵丽颖,好友,袁姗姗
133,赵丽颖,好友,高梓淇
134,金贤重,密友,朴有天
135,张蔷,好友,陈琳
136,孟茜,干父女,周润发
136,孟茜,拍档,张智霖
136,孟茜,拍档,何炅
136,孟茜,拍档,张杰
137,林忆莲,好友,张学友
137,林忆莲,情侣,恭硕良
138,李赫宰,组员,super junior
139,沈佳妮,同学,白百何
139,沈佳妮,同学,曹曦文
139,沈佳妮,夫妻,朱亚文
139,沈佳妮,同学,文章
139,沈佳妮,同学,童瑶
139,沈佳妮,拍档,蒲冰墨
139,沈佳妮,同学,唐嫣
140,宋允儿,好友,车太贤
140,宋允儿,旧爱,安在旭
140,宋允儿,好友,朴容夏
140,宋允儿,夫妻,薛景求
140,宋允儿,绯闻,申贤俊
141,冯德伦,绯闻,舒淇
141,冯德伦,旧爱,莫文蔚
141,冯德伦,好友,吴彦祖
141,冯德伦,绯闻,徐若瑄
141,冯德伦,绯闻,张雨绮
142,郑元畅,绯闻,林依晨
142,郑元畅,好友,阮经天
142,郑元畅,好友,陈乔恩
142,郑元畅,好友,贺军翔
143,郑佩佩,绯闻,岳华
144,黄磊,绯闻,贾静雯
144,黄磊,好友,刘若英
144,黄磊,同学,姜武
144,黄磊,好友,海清
145,于波,同学,凌潇肃
145,于波,同学,叶静
145,于波,同学,姚晨
145,于波,同学,杜淳
145,于波,同学,杨志刚
145,于波,好友,杨俊毅
146,韩栋,好友,郑嘉颖
146,韩栋,好友,袁弘
146,韩栋,好友,叶祖新
146,韩栋,好友,刘恺威
146,韩栋,好友,吴奇隆
146,韩栋,好友,蔡少芬
146,韩栋,好友,胡歌
146,韩栋,好友,林更新
146,韩栋,好友,马天宇
146,韩栋,好友,刘诗诗
147,齐溪,绯闻,刘烨
147,齐溪,夫妻,宋宁
148,黄鹤,师徒,那英
149,李菲儿,旧爱,黄晓明
150,吴镇宇,好友,刘青云
150,吴镇宇,好友,黄秋生
150,吴镇宇,旧爱,李婉华
151,王大治,绯闻,董洁
152,熊黛林,好友,刘德华
152,熊黛林,好友,萧亚轩
152,熊黛林,情侣,郭富城
152,熊黛林,好友,甄子丹
152,熊黛林,好友,谢霆锋
152,熊黛林,好友,张柏芝
152,熊黛林,情侣,郭可颂
153,童瑶,同学,白百何
153,童瑶,旧爱,张默
153,童瑶,同学,沈佳妮
153,童瑶,同学,曹曦文
153,童瑶,同学,文章
153,童瑶,同学,唐嫣
154,王中磊,父子,王元也
155,孔琳,同学,王全安
155,孔琳,同学,张嘉译
155,孔琳,同学,张子健
156,贾晓晨,夫妻,樊少皇
157,黄家驹,拍档,黄贯中
157,黄家驹,好友,李丽珍
157,黄家驹,兄弟,黄家强
157,黄家驹,拍档,叶世荣
158,刘烨,同学,胡静
158,刘烨,同学,秦海璐
158,刘烨,同学,袁泉
158,刘烨,同学,梅婷
158,刘烨,同学,曾黎
158,刘烨,同学,秦昊
158,刘烨,绯闻,齐溪
158,刘烨,拍档,冯丹滢
158,刘烨,同学,牛青峰
158,刘烨,同学,章子怡
158,刘烨,旧爱,谢娜
159,向海岚,叔侄,向华强
160,梁荣忠,旧爱,钟丽淇
160,梁荣忠,好友,李克勤
161,张炬,好友,何勇
162,张丹峰,夫妻,洪欣
163,窦骁,同学,曾之乔
164,周慧敏,绯闻,刘锡明
164,周慧敏,密友,古巨基
164,周慧敏,绯闻,张卫健
165,渡边谦,父女,渡边杏
166,海陆,好友,李晟
166,海陆,情侣,于小彤
166,海陆,好友,袁姗姗
166,海陆,好友,张睿
166,海陆,好友,李佳航
166,海陆,好友,高梓淇
167,张嘉欣,情侣,庾澄庆
168,冉莹颖,夫妻,邹市明
169,河智苑,绯闻,高修
170,吴莫愁,师徒,庾澄庆
171,赵薇,绯闻,苏有朋
171,赵薇,好友,韩红
171,赵薇,密友,王菲
171,赵薇,好友,黄晓明
171,赵薇,好友,林心如
171,赵薇,绯闻,周星驰
171,赵薇,绯闻,吴大维
171,赵薇,绯闻,李泉
171,赵薇,同学,孔维
171,赵薇,同学,何琳
171,赵薇,同学,张恒
171,赵薇,好友,许还幻
171,赵薇,好友,陈坤
172,薛佳凝,绯闻,胡歌
172,薛佳凝,同学,陆毅
172,薛佳凝,同学,鲍蕾
172,薛佳凝,同学,田海蓉
172,薛佳凝,同学,罗海琼
172,薛佳凝,同学,赵阳
173,张震,绯闻,舒淇
173,张震,旧爱,路嘉欣
174,聂鑫,好友,舒淇
174,聂鑫,好友,姚晨
174,聂鑫,好友,杜淳
175,汪洋,师徒,杨坤
176,杨坤,师徒,平安
176,杨坤,师徒,金志文
176,杨坤,师徒,丁丁
176,杨坤,师徒,汪洋
176,杨坤,师徒,关喆
176,杨坤,好友,陈琳
176,杨坤,师徒,倪雅丰
176,杨坤,师徒,邹宏宇
176,杨坤,师徒,张玮琪
176,杨坤,师徒,丁少华
176,杨坤,师徒,伍佳丽
177,李佳航,好友,海陆
177,李佳航,夫妻,李晟
177,李佳航,好友,张睿
177,李佳航,好友,高梓淇
178,倪诗蓓,旧爱,张国荣
178,倪诗蓓,绯闻,汤镇业
179,陈志朋,拍档,吴奇隆
179,陈志朋,拍档,苏有朋
180,吴佩珊,绯闻,周杰伦
181,卢洁云,好友,王心凌
181,卢洁云,好友,潘玮柏
181,卢洁云,好友,曾一鸣
182,陈小春,夫妻,应采儿
182,陈小春,好友,郑伊健
182,陈小春,拍档,谢天华
182,陈小春,旧爱,车婉婉
182,陈小春,旧爱,张柏芝
183,关智斌,拍档,张致恒
184,黎芷珊,旧爱,郑伊健
185,黄渤,拍档,曾宝仪
186,周润发,好友,张国荣
186,周润发,旧爱,陈玉莲
186,周润发,绯闻,郑裕玲
186,周润发,前任夫妻,余安安
186,周润发,干父女,孟茜
187,胡歌,好友,韩栋
187,胡歌,旧爱,江疏影
187,胡歌,好友,霍建华
187,胡歌,绯闻,林依晨
187,胡歌,同学,韩雪
187,胡歌,好友,林更新
187,胡歌,同学,袁弘
187,胡歌,好友,蒋劲夫
187,胡歌,绯闻,薛佳凝
187,胡歌,拍档,李勤勤
187,胡歌,好友,杨幂
187,胡歌,好友,何炅
187,胡歌,好友,谢娜
188,何韵诗,师徒,梅艳芳
188,何韵诗,绯闻,邓九云
188,何韵诗,绯闻,陈文媛
188,何韵诗,绯闻,傅颖
188,何韵诗,绯闻,刘浩龙
189,林志颖,绯闻,刘荷娜
189,林志颖,夫妻,陈若仪
189,林志颖,绯闻,徐怀钰
190,佟大为,好友,朱雨辰
190,佟大为,好友,文章
190,佟大为,同学,冯绍峰
190,佟大为,好友,马伊琍
191,郑中基,旧爱,杨千嬅
192,琼瑶,密友,刘雪华
193,林瑞阳,绯闻,萧蔷
193,林瑞阳,夫妻,张庭
194,张嘉译,同学,王全安
194,张嘉译,同学,张子健
194,张嘉译,同学,孔琳
194,张嘉译,拍档,邓超
194,张嘉译,拍档,王劲松
195,林依晨,绯闻,胡歌
195,林依晨,绯闻,吴尊
195,林依晨,绯闻,郑元畅
195,林依晨,绯闻,贺军翔
195,林依晨,同学,邓九云
196,冯绍峰,绯闻,胡杏儿
196,冯绍峰,同学,佟大为
196,冯绍峰,绯闻,杨幂
196,冯绍峰,情侣,倪妮
196,冯绍峰,好友,袁姗姗
196,冯绍峰,绯闻,周迅
197,桂纶镁,绯闻,陈柏霖
197,桂纶镁,好友,陈坤
198,尹子维,好友,吴彦祖
198,尹子维,好友,连凯
198,尹子维,绯闻,杨淇
199,佩恩·贝格利,旧爱,布莱克·莱弗利
200,徐若瑄,绯闻,周杰伦
200,徐若瑄,绯闻,冯德伦
200,徐若瑄,旧爱,吴建豪
200,徐若瑄,绯闻,曹格
201,田海蓉,同学,罗海琼
201,田海蓉,同学,鲍蕾
201,田海蓉,同学,薛佳凝
201,田海蓉,同学,赵阳
202,徐智锡,绯闻,具惠善
203,于小彤,情侣,海陆
204,史可,同学,巩俐
204,史可,同学,陈炜
205,龟梨和也,情侣,大政绚
206,范玮琪,密友,徐熙媛
206,范玮琪,密友,侯佩岑
206,范玮琪,密友,吴佩慈
206,范玮琪,密友,范晓萱
206,范玮琪,夫妻,陈建州
206,范玮琪,好友,张柏芝
207,叶世荣,拍档,黄贯中
207,叶世荣,拍档,黄家驹
207,叶世荣,拍档,黄家强
208,杨明娜,同学,保剑锋
208,杨明娜,同学,马伊琍
209,梁咏琪,旧爱,郑伊健
209,梁咏琪,密友,许茹芸
210,金池,师徒,庾澄庆
211,黄宗泽,绯闻,陈法拉
211,黄宗泽,绯闻,周丽淇
211,黄宗泽,绯闻,廖碧儿
211,黄宗泽,绯闻,唐诗咏
211,黄宗泽,绯闻,戚薇
211,黄宗泽,旧爱,胡杏儿
212,李准基,好友,李多海
212,李准基,绯闻,李孝利
213,余安安,旧爱,尔冬升
213,余安安,前任夫妻,周润发
214,宋祖德,拍档,韩雯雯
215,林更新,好友,吴奇隆
215,林更新,好友,胡歌
215,林更新,好友,袁弘
215,林更新,好友,马天宇
215,林更新,同学,蒲巴甲
215,林更新,好友,韩栋
215,林更新,同学,王若心
215,林更新,好友,刘诗诗
215,林更新,情侣,王柳雯
215,林更新,好友,蒋劲夫
216,胡可,绯闻,聂远
216,胡可,夫妻,沙溢
216,胡可,绯闻,黄晓明
217,侯佩岑,旧爱,周杰伦
217,侯佩岑,密友,范玮琪
217,侯佩岑,密友,徐熙媛
217,侯佩岑,拍档,吴宗宪
217,侯佩岑,密友,范晓萱
218,傅颖,绯闻,何韵诗
219,徐娇,干父女,周星驰
219,徐娇,搭档,张雨绮
219,徐娇,搭档,林子聪
220,华少,好友,朱丹
221,张恒,同学,许还幻
221,张恒,同学,赵薇
221,张恒,同学,陈坤
221,张恒,同学,孔维
221,张恒,同学,何琳
221,张恒,同学,颜丹晨
221,张恒,同学,祖峰
222,杰西卡·辛普森,姐妹,艾希莉·辛普森
223,蔡少芬,好友,黎姿
223,蔡少芬,好友,宣萱
223,蔡少芬,好友,郭可盈
223,蔡少芬,密友,洪欣
223,蔡少芬,好友,陈慧珊
223,蔡少芬,密友,陈法蓉
223,蔡少芬,密友,朱茵(上海)
223,蔡少芬,好友,韩栋
223,蔡少芬,旧爱,吴奇隆
223,蔡少芬,绯闻,吴启华
223,蔡少芬,夫妻,张晋
224,左小青,绯闻,段奕宏
224,左小青,绯闻,夏雨
224,左小青,绯闻,陈道明
224,左小青,绯闻,孙红雷
224,左小青,好友,江铠同
224,左小青,同学,余男
224,左小青,拍档,张洪杰
224,左小青,同学,邢佳栋
225,李孝利,绯闻,李瑞镇
225,李孝利,绯闻,李准基
225,李孝利,绯闻,rain
225,李孝利,绯闻,申彗星
226,具惠善,绯闻,徐智锡
227,沙宝亮,好友,宋祖英
228,萧蔷,绯闻,齐秦
228,萧蔷,绯闻,林瑞阳
228,萧蔷,拍档,王笛
229,潘玮柏,好友,杨丞琳
229,潘玮柏,好友,陈建州
229,潘玮柏,好友,卢洁云
229,潘玮柏,好友,李晨
230,林凤娇,夫妻,成龙
231,朱丹,绯闻,陶喆
231,朱丹,好友,华少
231,朱丹,好友,付辛博
232,张真英,好友,安在旭
232,张真英,好友,金廷恩
232,张真英,好友,全度妍
232,张真英,好友,严正花
232,张真英,好友,宋慧乔
232,张真英,好友,李秉宪
233,丹尼斯·吴,拍档,江铠同
234,彭于晏,搭档,刘品言
234,彭于晏,绯闻,舒淇
234,彭于晏,绯闻,蔡依林
234,彭于晏,好友,何润东
234,彭于晏,好友,阮经天
235,马苏,同学,姚笛
236,戚迹,同学,黄圣依
236,戚迹,同学,王珞丹
236,戚迹,同学,周一围
236,戚迹,同学,贾乃亮
237,宣萱,密友,古天乐
237,宣萱,密友,罗嘉良
237,宣萱,旧爱,张卫健
237,宣萱,好友,蔡少芬
238,张栋梁,绯闻,王心凌
239,super junior,组员,利特
239,super junior,组员,金希澈
239,super junior,组员,韩庚
239,super junior,组员,金钟云
239,super junior,组员,申东熙
239,super junior,组员,李晟敏
239,super junior,组员,李赫宰
239,super junior,组员,崔始源
239,super junior,组员,李东海
239,super junior,组员,金厉旭
239,super junior,组员,金起范
239,super junior,组员,曺圭贤
239,super junior,组员,金永云
240,刘恺威,绯闻,廖碧儿
240,刘恺威,好友,韩栋
240,刘恺威,情侣,杨幂
241,森田刚,拍档,井之原快彦
242,黄长发,兄弟,黄长兴
243,陈凯歌,旧爱,倪萍
243,陈凯歌,绯闻,许晴
243,陈凯歌,同学,田壮壮
243,陈凯歌,夫妻,陈红
244,李秉宪,绯闻,崔智友
244,李秉宪,好友,张真英
244,李秉宪,旧爱,宋慧乔
245,李瑞镇,好友,车仁表
245,李瑞镇,旧爱,金廷恩
245,李瑞镇,绯闻,李孝利
246,汪东城,拍档,炎亚纶
246,汪东城,拍档,辰亦儒
246,汪东城,好友,吴尊
247,吴浩康,旧爱,胡定欣
247,吴浩康,绯闻,郑希怡
248,喻虹渊,夫妻,周渝民
248,喻虹渊,好友,赵又廷
248,喻虹渊,好友,陈意涵
248,喻虹渊,好友,陈司翰
249,山下智久,绯闻,北川景子
249,山下智久,拍档,小山庆一郎
249,山下智久,拍档,锦户亮
250,贾樟柯,夫妻,赵涛
251,高曙光,前任夫妻,江珊
252,陈慧琳,姐弟,陈司翰
253,岑洁仪,旧爱,陶喆
254,江蕙,姐妹,江淑娜
255,牛青峰,同学,刘烨
255,牛青峰,同学,胡静
255,牛青峰,同学,秦海璐
255,牛青峰,同学,袁泉
255,牛青峰,同学,梅婷
255,牛青峰,同学,曾黎
255,牛青峰,同学,章子怡
255,牛青峰,同学,秦昊
256,陈数,同学,牛萌萌
257,林美贞,前任夫妻,孙兴
258,何云伟,师徒,郭德纲
259,毛舜筠,前任,张国荣
259,毛舜筠,师徒,吴千语
260,徐峥,夫妻,陶虹
261,段林希,好友,付梦妮
262,黄小蕾,同学,杨志刚
262,黄小蕾,拍档,张一鸾
262,黄小蕾,拍档,徐子瑄
263,祖峰,同学,孔维
263,祖峰,同学,何琳
263,祖峰,同学,张恒
263,祖峰,同学,颜丹晨
263,祖峰,同学,许还幻
263,祖峰,同学,黄晓明
263,祖峰,同学,陈坤
264,蔡依林,旧爱,周杰伦
264,蔡依林,绯闻,罗志祥
264,蔡依林,绯闻,彭于晏
264,蔡依林,好友,孙燕姿
264,蔡依林,好友,郭采洁
265,赵阳,同学,鲍蕾
265,赵阳,同学,薛佳凝
265,赵阳,同学,田海蓉
265,赵阳,同学,罗海琼
265,赵阳,同学,陆毅
266,李幼斌,夫妻,史兰芽
267,杜海涛,好友,李维嘉
267,杜海涛,好友,何炅
267,杜海涛,好友,谢娜
267,杜海涛,好友,吴昕
268,杨志刚,同学,黄小蕾
268,杨志刚,同学,于波
268,杨志刚,同学,姚晨
268,杨志刚,同学,杜淳
269,宋小宝,同门,小沈阳
269,宋小宝,师徒,赵本山
270,冯丹滢,拍档,舒淇
270,冯丹滢,拍档,刘烨
271,刘智泰,夫妻,金孝珍
272,栾云平,师徒,郭德纲
273,刘洲成,拍档,李茂
273,刘洲成,拍档,张远
273,刘洲成,拍档,马雪阳
274,吴启华,绯闻,蔡少芬
274,吴启华,旧爱,蓝洁瑛
274,吴启华,旧爱,罗泳娴
274,吴启华,旧爱,金巧巧
275,黄志忠,绯闻,柯蓝
276,苗侨伟,绯闻,梅艳芳
276,苗侨伟,绯闻,翁美玲
277,李媛,拍档,董璇
277,李媛,拍档,李晨
278,阚清子,同学,柴碧云
278,阚清子,好友,郑爽
278,阚清子,同学,景甜
279,谢安琪,绯闻,陈奕迅
279,谢安琪,夫妻,张继聪
280,张敏,绯闻,向华强
280,张敏,绯闻,周星驰
281,王宝强,前任,马蓉
282,平安,师徒,杨坤
283,叶倩文,旧爱,费翔
283,叶倩文,绯闻,郑浩南
283,叶倩文,干母子,房祖名
283,叶倩文,密友,朱玲玲
284,田中千绘,绯闻,范逸臣
285,陈好,同学,吴健
285,陈好,拍档,张博
286,福原爱,夫妻,江宏杰
287,曾黎,同学,胡静
287,曾黎,同学,梅婷
287,曾黎,旧爱,富大龙
287,曾黎,同学,刘烨
287,曾黎,同学,秦海璐
287,曾黎,同学,袁泉
287,曾黎,同学,秦昊
287,曾黎,拍档,李勤勤
287,曾黎,同学,牛青峰
287,曾黎,同学,章子怡
288,巍子,父子,王紫逸
289,王珂（刘涛老公）,夫妻,刘涛
290,江华,旧爱,邓萃雯
291,马景涛,绯闻,陈德容
291,马景涛,旧爱,田丽
291,马景涛,旧爱,于莉
292,周海媚,绯闻,黎明
292,周海媚,前任夫妻,吕良伟
293,恬妞,旧爱,钟镇涛
294,张惠妹,绯闻,王力宏
294,张惠妹,绯闻,庾澄庆
